"","HSPP_DW_2155.97","HSPP_DW_2149.95","HSPP_DW_2159.91","HSPP_JY_894.2","HSPP_DW_2158.90","HSPP_DW_2161.93","HSPP_DW_2150.94","HSPP_DW_2157.96","HSPP_DW_2160.92","HSPP_JY_892.1","HSPP_DW_2156.98","Saliva_COVID-19_086","Saliva_COVID-19_078","Saliva_COVID-19_080","Saliva_COVID-19_083","Saliva_COVID-19_085","Saliva_COVID-19_082","Saliva_COVID-19_081","Saliva_COVID-19_087","Saliva_COVID-19_084","Saliva_COVID-19_079"
"Label","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B"
"P20062","-5.252741","-5.252741","-5.252741","-4.187220","-5.252741","-5.252741","-5.252741","-5.252741","-5.252741","-5.252741","-5.252741","-5.252741","-5.252741","-5.252741","-4.553774","-5.252741","-5.252741","-5.252741","-5.252741","-5.252741","-5.252741"
"P20151","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-3.66312","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209","-4.36209"
"P20160","-5.022001","-5.022001","-5.022001","-5.022001","-5.022001","-5.022001","-5.022001","-5.022001","-5.022001","-3.470057","-5.022001","-4.051294","-5.022001","-3.677140","-4.323032","-4.283412","-3.545872","-3.606460","-3.138466","-3.839922","-4.317945"
"P20618","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-4.52821","-3.82924","-4.52821","-4.52821","-4.52821","-4.52821"
"P20700","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-5.390188","-4.045372","-4.691222","-5.390188","-3.488130","-4.196543","-3.374060","-4.685290","-4.686133"
"P20742","-5.057000","-5.057000","-5.057000","-4.358030","-5.057000","-5.057000","-5.057000","-5.057000","-5.057000","-4.174249","-5.057000","-5.057000","-5.057000","-5.057000","-5.057000","-5.057000","-5.057000","-5.057000","-5.057000","-5.057000","-5.057000"
"P20930","-6.226024","-6.226024","-6.226024","-4.795880","-6.226024","-6.226024","-6.226024","-6.226024","-6.226024","-4.855114","-6.226024","-4.385208","-4.826231","-6.226024","-4.452718","-6.226024","-5.056010","-4.912218","-6.226024","-5.048662","-5.527236"
"P21128","-5.228411","-5.228411","-5.228411","-3.851151","-5.228411","-5.228411","-5.228411","-5.228411","-5.228411","-3.716586","-5.228411","-4.264401","-4.529442","-4.191249","-3.837137","-4.496482","-3.935093","-3.564299","-3.543467","-4.229148","-3.832122"
"P21281","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-3.954873","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843","-4.653843"
"P21333","-6.038974","-6.038974","-6.038974","-4.706858","-6.038974","-6.038974","-6.038974","-6.038974","-6.038974","-4.572352","-6.038974","-6.038974","-6.038974","-4.825068","-5.045274","-6.038974","-4.171018","-5.328824","-4.353400","-5.340081","-6.038974"
"P21741","-4.439472","-4.439472","-4.439472","-3.740502","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472","-4.439472"
"P21810","-4.849980","-4.849980","-4.849980","-4.151011","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980","-4.849980"
"P21926","-4.981299","-4.981299","-4.981299","-4.981299","-4.981299","-4.981299","-4.981299","-4.981299","-4.981299","-4.981299","-4.981299","-3.356340","-3.672580","-3.936441","-4.281249","-3.940588","-4.282329","-3.962653","-3.765736","-4.275315","-4.276216"
"P22061","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.979390","-4.279345","-4.979390","-4.280420","-4.979390","-4.979390","-4.979390","-4.979390"
"P22079","-2.967264","-3.743412","-3.743412","-2.548336","-3.743412","-3.743412","-3.743412","-3.743412","-3.743412","-2.600641","-3.743412","-2.715222","-2.723862","-2.714972","-2.506280","-2.443926","-3.044442","-2.654438","-2.613549","-2.748673","-2.520358"
"P22304","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-4.656985","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952","-5.355952"
"P22314","-5.340651","-5.340651","-5.340651","-5.340651","-5.340651","-5.340651","-5.340651","-5.340651","-5.340651","-5.340651","-5.340651","-5.340651","-4.640164","-5.340651","-4.169668","-4.607127","-3.948847","-4.453087","-4.608359","-4.242908","-4.641684"
"P22352","-5.005682","-5.005682","-5.005682","-5.005682","-5.005682","-5.005682","-5.005682","-5.005682","-5.005682","-5.005682","-5.005682","-4.306713","-4.270835","-4.233662","-5.005682","-5.005682","-3.801343","-4.259874","-3.937982","-4.271484","-3.795283"
"P22392","-4.496482","-4.496482","-4.496482","-3.369064","-4.496482","-4.496482","-4.496482","-4.496482","-4.496482","-3.331409","-4.496482","-4.496482","-3.797512","-4.496482","-3.260056","-4.496482","-2.902077","-3.610480","-2.890671","-4.496482","-3.498078"
"P22528","-3.969611","-3.969611","-3.969611","-2.990481","-3.969611","-3.969611","-3.969611","-3.969611","-3.969611","-3.098951","-3.969611","-2.902039","-3.969611","-3.969611","-3.270641","-2.833091","-2.919503","-2.741210","-2.755129","-3.969611","-2.913444"
"P22531","-4.473687","-4.473687","-4.473687","-3.266402","-4.473687","-4.473687","-4.473687","-4.473687","-4.473687","-4.473687","-4.473687","-3.332855","-4.473687","-3.037886","-4.473687","-3.042062","-4.473687","-2.808854","-4.473687","-3.774717","-4.473687"
"P22532","-4.178591","-4.178591","-4.178591","-3.266402","-4.178591","-4.178591","-4.178591","-4.178591","-4.178591","-2.927713","-4.178591","-3.207924","-4.178591","-4.178591","-3.479621","-4.178591","-2.740294","-2.808854","-2.700859","-4.178591","-2.997480"
"P22626","-5.199419","-5.199419","-5.199419","-5.199419","-5.199419","-5.199419","-5.199419","-5.199419","-5.199419","-5.199419","-5.199419","-4.500450","-5.199419","-5.199419","-5.199419","-4.130475","-3.994991","-4.152489","-4.432738","-4.465213","-4.165071"
"P22735","-5.563828","-5.563828","-5.563828","-3.953310","-5.563828","-5.563828","-5.563828","-5.563828","-5.563828","-5.563828","-5.563828","-4.864867","-5.563828","-4.791827","-5.563828","-5.563828","-4.535510","-4.215954","-3.496114","-5.563828","-4.830619"
"P22792","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-4.653060","-5.353593","-5.353593","-5.353593","-5.353593","-5.353593","-4.621239","-4.176656","-4.654626"
"P22894","-5.274086","-5.274086","-5.274086","-5.274086","-5.274086","-5.274086","-5.274086","-5.274086","-5.274086","-4.040720","-5.274086","-5.274086","-5.274086","-3.645757","-3.814486","-5.274086","-3.338396","-4.575118","-3.709142","-4.109579","-3.633372"
"P23083","-4.683862","-4.683862","-4.683862","-3.109277","-4.683862","-4.683862","-4.683862","-4.683862","-4.683862","-4.683862","-4.683862","-4.683862","-3.984892","-4.683862","-4.683862","-4.683862","-4.683862","-3.973957","-4.683862","-4.683862","-4.683862"
"P23141","-5.369162","-5.369162","-5.369162","-5.369162","-5.369162","-5.369162","-5.369162","-5.369162","-5.369162","-5.369162","-5.369162","-5.369162","-4.670195","-4.633017","-4.375821","-4.336299","-4.075876","-4.358328","-3.492373","-4.193820","-3.416609"
"P23280","-1.758234","-3.499091","-3.499091","-2.176083","-3.499091","-3.499091","-3.499091","-3.499091","-3.499091","-2.295689","-3.499091","-1.958326","-1.991957","-2.035636","-1.646941","-1.543592","-2.800121","-1.964561","-1.761748","-1.673540","-1.874094"
"P23284","-4.950781","-4.950781","-4.950781","-4.950781","-4.950781","-4.950781","-4.950781","-4.950781","-4.950781","-4.950781","-4.950781","-3.986068","-4.950781","-4.950781","-3.143821","-4.218173","-3.781675","-3.541241","-4.219395","-4.251812","-4.950781"
"P23381","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-4.596365","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332","-5.295332"
"P23396","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-3.933115","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085"
"P23497","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-4.860750","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712","-5.559712"
"P23528","-4.835766","-4.835766","-4.835766","-3.504234","-4.835766","-4.835766","-4.835766","-4.835766","-4.835766","-3.114396","-4.835766","-3.871730","-4.136796","-3.798603","-2.800999","-4.835766","-3.103072","-4.125866","-3.627898","-3.137493","-3.024463"
"P24158","-4.324937","-4.324937","-4.324937","-4.324937","-4.324937","-4.324937","-4.324937","-4.324937","-4.324937","-3.353685","-4.324937","-3.582744","-3.625967","-3.111674","-3.127436","-3.446845","-2.870197","-3.535853","-2.749092","-3.149531","-3.071266"
"P24592","-4.664341","-4.664341","-4.664341","-3.965372","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341","-4.664341"
"P25311","-3.077103","-3.077103","-3.077103","-2.378133","-3.077103","-2.266743","-3.077103","-2.357329","-3.077103","-2.331521","-3.077103","-2.102582","-2.052466","-2.105767","-2.174813","-2.059064","-2.246282","-2.108137","-2.203800","-2.129148","-2.050092"
"P25325","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-5.096041","-4.397072","-5.096041","-5.096041","-5.096041","-5.096041"
"P25705","-4.549720","-4.549720","-4.549720","-3.850750","-4.549720","-4.549720","-4.549720","-4.549720","-4.549720","-3.591251","-4.549720","-4.549720","-4.549720","-4.549720","-4.549720","-4.549720","-4.549720","-4.549720","-4.549720","-4.549720","-4.549720"
"P25774","-5.143149","-5.143149","-5.143149","-3.627862","-5.143149","-5.143149","-5.143149","-5.143149","-5.143149","-5.143149","-5.143149","-5.143149","-5.143149","-3.797294","-5.143149","-5.143149","-4.444180","-5.143149","-3.927640","-5.143149","-5.143149"
"P25787","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-3.740621","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591","-4.439591"
"P25789","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-5.038958","-4.339989","-5.038958","-4.039958","-5.038958","-4.301551","-5.038958","-5.038958"
"P25815","-4.629339","-4.629339","-4.629339","-4.629339","-4.629339","-4.629339","-4.629339","-4.629339","-4.629339","-3.349129","-4.629339","-3.930369","-3.894422","-3.079094","-2.622284","-2.782242","-2.211882","-3.184515","-2.783462","-2.594077","-3.197048"
"P26022","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-4.602199","-3.903229","-4.602199","-4.602199","-4.602199","-4.602199"
"P26038","-4.867932","-4.867932","-4.867932","-4.045323","-4.867932","-4.867932","-4.867932","-4.867932","-4.867932","-3.495760","-4.867932","-4.867932","-4.867932","-3.941726","-3.362270","-4.867932","-3.083472","-3.763841","-4.168962","-3.247199","-3.533340"
"P26368","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-4.599980","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948","-5.298948"
"P26447","-4.655922","-4.655922","-4.655922","-4.655922","-4.655922","-4.655922","-4.655922","-4.655922","-4.655922","-4.655922","-4.655922","-3.956952","-4.655922","-3.105695","-3.450519","-3.888032","-2.887284","-3.910095","-3.588212","-3.444579","-3.144469"
"P26583","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.942409","-4.243440","-4.942409","-3.943476","-4.942409","-4.205094","-4.942409","-4.942409"
"P26599","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-5.329751","-4.604673","-4.046337","-5.329751","-3.950472","-4.630784","-4.609948","-4.165325","-4.041341"
"P26641","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-5.245191","-4.087725","-4.546223","-4.525347","-5.245191","-5.245191"
"P27169","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.866461","-4.166598","-4.167491"
"P27348","-4.534320","-4.534320","-4.534320","-3.497204","-4.534320","-4.534320","-4.534320","-4.534320","-4.534320","-4.534320","-4.534320","-4.534320","-3.606899","-4.534320","-3.835350","-4.534320","-3.234339","-3.294932","-3.319846","-3.352304","-4.534320"
"P27448","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-5.481480","-4.782516","-5.481480","-5.481480","-5.481480"
"P27482","-4.186806","-4.186806","-4.186806","-4.186806","-4.186806","-4.186806","-4.186806","-4.186806","-4.186806","-4.186806","-4.186806","-3.222747","-3.487836","-3.149623","-3.397528","-3.278734","-2.842268","-2.999766","-2.552957","-3.187481","-2.945356"
"P27487","-5.506396","-5.506396","-5.506396","-3.566294","-5.506396","-5.506396","-5.506396","-5.506396","-5.506396","-3.829680","-5.506396","-3.836868","-5.506396","-3.985605","-4.807432","-5.506396","-4.507519","-4.488919","-5.506396","-4.801618","-5.506396"
"P27695","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-4.603801","-3.904831","-4.603801","-4.603801","-3.824720","-4.603801","-4.603801","-4.603801","-4.603801"
"P27797","-5.224898","-5.224898","-5.224898","-4.029188","-5.224898","-5.224898","-5.224898","-5.224898","-5.224898","-3.769704","-5.224898","-5.224898","-5.224898","-5.224898","-5.224898","-5.224898","-3.766344","-4.525929","-3.274611","-5.224898","-5.224898"
"P27816","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-4.608888","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856","-5.307856"
"P27824","-5.094635","-5.094635","-5.094635","-4.056456","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-5.094635","-4.395666","-5.094635","-3.958292","-5.094635","-5.094635"
"P27918","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.218676","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645","-4.917645"
"P27986","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-5.483062","-4.784098","-5.483062","-5.483062","-5.483062","-5.483062"
"P28325","-4.298484","-4.298484","-4.298484","-2.199628","-4.298484","-4.298484","-4.298484","-2.512522","-4.298484","-2.181275","-4.298484","-2.762514","-2.396897","-2.855722","-2.121359","-2.363891","-3.599514","-2.978869","-2.781935","-2.747453","-2.213254"
"P28799","-5.395338","-5.395338","-5.395338","-3.428792","-5.395338","-5.395338","-5.395338","-5.395338","-5.395338","-3.507645","-5.395338","-3.947537","-4.212610","-3.749482","-4.696372","-4.054679","-3.852324","-3.900665","-3.959002","-4.213320","-4.390299"
"P29034","-4.613501","-4.613501","-4.613501","-4.613501","-4.613501","-4.613501","-4.613501","-4.613501","-4.613501","-4.613501","-4.613501","-3.642847","-4.613501","-3.870761","-3.914531","-4.613501","-3.216611","-3.198020","-2.921902","-3.908614","-4.613501"
"P29373","-4.722528","-4.722528","-4.722528","-3.548951","-4.722528","-4.722528","-4.722528","-4.722528","-4.722528","-3.511294","-4.722528","-3.393554","-3.579467","-3.542285","-3.762155","-4.023558","-3.064236","-3.346672","-2.663072","-3.580143","-3.213078"
"P29401","-5.446112","-5.446112","-5.446112","-3.902534","-5.446112","-5.446112","-5.446112","-5.446112","-5.446112","-3.438899","-5.446112","-4.747147","-3.535108","-3.196891","-2.993525","-3.422922","-2.741119","-3.338519","-2.963403","-3.180390","-3.181306"
"P29508","-4.391410","-4.391410","-4.391410","-3.176226","-4.391410","-4.391410","-4.391410","-4.391410","-4.391410","-3.117379","-4.391410","-2.910243","-2.736918","-3.692440","-2.663120","-2.943286","-3.084057","-2.756463","-2.957472","-2.952145","-2.703183"
"P29692","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.752419","-4.053449","-4.752419","-4.752419","-4.752419"
"P30040","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-5.040004","-4.341035","-5.040004","-5.040004","-5.040004","-5.040004"
"P30041","-4.451611","-4.451611","-4.451611","-4.451611","-4.451611","-4.451611","-4.451611","-4.451611","-4.451611","-4.451611","-4.451611","-3.524750","-3.488799","-3.752641","-3.370468","-3.631881","-3.320363","-3.301769","-3.332080","-3.313391","-3.189364"
"P30044","-4.908896","-4.908896","-4.908896","-3.514577","-4.908896","-4.908896","-4.908896","-4.908896","-4.908896","-3.576885","-4.908896","-3.680998","-3.645066","-4.209926","-3.253724","-3.913071","-3.953739","-3.935130","-4.908896","-3.344708","-3.072619"
"P30046","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.85011","-3.15114","-3.85011","-3.85011","-3.85011","-3.85011"
"P30048","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-5.031610","-4.332640","-5.031610","-3.992124","-5.031610","-5.031610"
"P30086","-4.854492","-4.854492","-4.854492","-4.854492","-4.854492","-4.854492","-4.854492","-4.854492","-4.854492","-4.854492","-4.854492","-3.525521","-3.711415","-3.549305","-3.593102","-4.155523","-3.154803","-3.478640","-3.115369","-3.888200","-3.287047"
"P30101","-5.325503","-5.325503","-5.325503","-3.890523","-5.325503","-5.325503","-5.325503","-5.325503","-5.325503","-4.250805","-5.325503","-5.325503","-5.325503","-5.325503","-4.626536","-5.325503","-3.849489","-5.325503","-3.810061","-5.325503","-4.621602"
"P30740","-4.356863","-4.356863","-4.356863","-3.163796","-4.356863","-4.356863","-4.356863","-4.356863","-4.356863","-3.029230","-4.356863","-3.276011","-3.349217","-3.555066","-3.070586","-3.383157","-3.657893","-3.205651","-3.509311","-3.349897","-3.154517"
"P30838","-5.278352","-5.278352","-5.278352","-5.278352","-5.278352","-5.278352","-5.278352","-5.278352","-5.278352","-5.278352","-5.278352","-3.705666","-3.794660","-3.836660","-4.579384","-4.539854","-3.881471","-3.385767","-3.022505","-3.971429","-3.671315"
"P31025","-4.529648","-4.529648","-4.529648","-3.830678","-4.529648","-4.529648","-4.529648","-4.529648","-4.529648","-2.889922","-4.529648","-2.735763","-2.699820","-1.744825","-2.650313","-2.142442","-2.707469","-2.538491","-2.517650","-2.377566","-1.415623"
"P31040","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-4.369674","-5.473655","-4.774690","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655","-5.473655"
"P31146","-5.279342","-5.279342","-5.279342","-4.072784","-5.279342","-5.279342","-5.279342","-5.279342","-5.279342","-3.557991","-5.279342","-5.279342","-4.580375","-3.640127","-3.244590","-4.246340","-3.546666","-4.092320","-3.770472","-3.882099","-3.883027"
"P31150","-5.000869","-5.000869","-5.000869","-5.000869","-5.000869","-5.000869","-5.000869","-5.000869","-5.000869","-5.000869","-5.000869","-4.301899","-3.721910","-5.000869","-3.494443","-3.835053","-3.273631","-5.000869","-5.000869","-3.868734","-5.000869"
"P31151","-3.686390","-3.686390","-3.686390","-2.987420","-3.686390","-3.686390","-3.686390","-3.686390","-3.686390","-2.852853","-3.686390","-2.595242","-2.172840","-2.468872","-2.058403","-2.490083","-1.252898","-2.071235","-1.493042","-2.559976","-2.008805"
"P31152","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.293368","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337","-4.992337"
"P31939","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-4.695725","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691","-5.394691"
"P31946","-4.307647","-4.307647","-4.307647","-4.307647","-4.307647","-4.307647","-4.307647","-4.307647","-4.307647","-4.307647","-4.307647","-3.343586","-3.608677","-4.307647","-3.058976","-4.307647","-2.823929","-3.041427","-2.895643","-3.029565","-3.008203"
"P31947","-4.069856","-4.069856","-4.069856","-3.280644","-4.069856","-4.069856","-4.069856","-4.069856","-4.069856","-3.096856","-4.069856","-2.915735","-2.562970","-3.370886","-3.276372","-3.198974","-2.555378","-2.514885","-2.222467","-2.834714","-2.596746"
"P31948","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-5.358126","-4.659159","-5.358126","-5.358126","-5.358126","-5.358126"
"P31949","-3.907378","-3.907378","-3.907378","-3.208408","-3.907378","-3.907378","-3.907378","-3.907378","-3.907378","-2.966629","-3.907378","-2.274868","-2.460775","-2.193143","-2.272404","-2.562468","-1.866363","-2.283499","-2.458951","-2.420059","-2.140147"
"P31997","-5.160144","-5.160144","-5.160144","-5.160144","-5.160144","-5.160144","-5.160144","-5.160144","-5.160144","-3.914246","-5.160144","-5.160144","-5.160144","-3.945234","-5.160144","-5.160144","-5.160144","-4.147581","-3.825678","-5.160144","-4.461175"
"P32119","-4.647239","-4.647239","-4.647239","-3.404702","-4.647239","-4.647239","-4.647239","-4.647239","-4.647239","-3.446226","-4.647239","-3.948269","-4.647239","-3.176187","-3.316890","-4.647239","-3.522054","-3.503458","-3.227341","-3.736932","-3.515999"
"P32320","-4.786641","-4.786641","-4.786641","-4.786641","-4.786641","-4.786641","-4.786641","-4.786641","-4.786641","-3.535764","-4.786641","-4.786641","-4.786641","-4.786641","-4.087672","-4.786641","-3.611579","-4.786641","-4.786641","-4.081760","-4.082652"
"P32926","-5.621954","-5.621954","-5.621954","-3.982674","-5.621954","-5.621954","-5.621954","-5.621954","-5.621954","-3.525871","-5.621954","-3.554271","-3.372204","-3.703006","-4.922995","-3.604516","-3.344132","-3.442926","-3.099158","-3.712826","-3.519921"
"P33908","-5.419755","-5.419755","-5.419755","-5.419755","-5.419755","-5.419755","-5.419755","-5.419755","-5.419755","-5.419755","-5.419755","-4.290476","-3.777388","-5.419755","-4.261140","-4.221487","-5.419755","-4.720789","-5.419755","-4.255160","-5.419755"
"P34096","-4.818957","-4.818957","-4.818957","-2.877414","-4.818957","-4.818957","-4.818957","-4.818957","-4.818957","-3.061605","-4.818957","-4.119987","-4.818957","-3.745815","-3.789601","-4.051001","-4.818957","-4.073092","-4.818957","-4.818957","-4.085604"
"P34897","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-3.948886","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856","-4.647856"
"P34931","-4.488919","-4.488919","-4.488919","-3.789949","-4.488919","-4.488919","-4.488919","-4.488919","-4.488919","-3.701147","-4.488919","-4.488919","-4.488919","-4.488919","-4.488919","-4.488919","-4.488919","-4.488919","-4.488919","-4.488919","-4.488919"
"P35030","-4.500725","-4.500725","-4.500725","-3.801755","-4.500725","-4.500725","-4.500725","-4.500725","-4.500725","-3.463076","-4.500725","-4.500725","-4.500725","-4.500725","-4.500725","-4.500725","-4.500725","-4.500725","-4.500725","-4.500725","-4.500725"
"P35222","-5.000695","-5.000695","-5.000695","-4.301725","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695","-5.000695"
"P35321","-3.932490","-3.932490","-3.932490","-3.233520","-3.932490","-3.932490","-3.932490","-3.932490","-3.932490","-2.843678","-3.932490","-2.860647","-3.932490","-2.874672","-3.173731","-2.656999","-2.970653","-2.651033","-2.630191","-3.167804","-2.913444"
"P35325","-3.965372","-3.965372","-3.965372","-3.266402","-3.965372","-3.965372","-3.965372","-3.965372","-3.965372","-2.927713","-3.965372","-3.965372","-3.965372","-3.965372","-3.965372","-3.965372","-3.965372","-3.965372","-3.965372","-3.965372","-3.965372"
"P35326","-4.178591","-4.178591","-4.178591","-3.266402","-4.178591","-4.178591","-4.178591","-4.178591","-4.178591","-2.927713","-4.178591","-3.207924","-3.473002","-4.178591","-3.479621","-2.962880","-2.667743","-2.808854","-2.596125","-4.178591","-3.076663"
"P35475","-5.061379","-5.061379","-5.061379","-3.659715","-5.061379","-5.061379","-5.061379","-5.061379","-5.061379","-4.362410","-5.061379","-5.061379","-5.061379","-5.061379","-5.061379","-5.061379","-5.061379","-5.061379","-5.061379","-5.061379","-5.061379"
"P35527","-2.608239","-5.377161","-2.543520","-2.712194","-5.377161","-2.587014","-5.377161","-2.309624","-5.377161","-2.729205","-5.377161","-5.377161","-5.377161","-3.828917","-5.377161","-4.678194","-5.377161","-5.377161","-5.377161","-5.377161","-5.377161"
